question_id,answer,grade
3,قبيلة موريطانية رابطة بصحراء المغرب اي اقامت هناك ، و بذلك سميت بالمرابطين وهي امبراطورية مغربية عكمت اراضي شاسعة,1
3,تنسيبع,0
3,قبيلة,0
3,امبراطورية عتمانية,0
3,سكان الاندلس,0
3,سكان المغرب العربي,0
3,حركة حكمت اراضي شاسعة,0
3,المرابطون كانوا فرقة عسكرية مؤلفة من المحاربين المغاربة والأندلسيين,1
3,المرابطون كانوا يشكلون الحاجز الأول للدفاع عن الأراضي الإسلامية في المغرب,1
3,تميز المرابطون بشجاعتهم واستعدادهم للتضحية من أجل الدين والوطن,1
3,قادة المرابطين كانوا يتمتعون بمهارات عسكرية عالية واستراتيجية فذة,1
3,المرابطون أقاموا حصونًا وقلاعًا لتأمين المناطق الحدودية ومنع التهديدات الخارجية,1
3,استخدم المرابطون تكتيكات حرب العصابات والهجمات المفاجئة لتربك الأعداء.,1
3,تعاون المرابطون مع القبائل المحلية لتوحيد الجهود في مواجهة الغزاة,1
3,المرابطون حافظوا على النظام والاستقرار في المناطق التي سيطروا عليه,1
3,قام المرابطون بتوسيع نفوذهم ونشر الإسلام,1
3,إرث المرابطين يعد محطة مهمة في تاريخ المغرب والأندلس ,1
3,المرابطون كانوا قوة عسكرية مغربية مهمة,1
3,قائد المرابطين كان له دور كبير في الدفاع عن الأراضي الإسلامي,1
3,المرابطون كانوا يتميزون بالتفاني والولاء للدين والوطن,1
3,استخدم المرابطون استراتيجيات عسكرية فعالة,1
3,تمكن المرابطون من تأمين الحدود ومنع التهديدات الخارجية,1
3,تعاون المرابطون مع السكان المحليين لتحقيق الانتصارات,1
3,قام المرابطون بتوسيع نفوذهم ونشر الإسلام في المناطق المحررة,1
3,المرابطون هم مجموعة من القادة والمحاربين المسلمين الذين تشكلوا كقوة دفاعية في المغرب والأندلس خلال العصور الوسطى,2
3,المرابطون كانوا معروفين بشجاعتهم وتفانيهم في الدفاع عن الأراضي الإسلامية ومواجهة التهديدات الخارجية,2
3,تأسست سلالة المرابطين في القرن الحادي عشر واستمرت حتى القرن الثاني عشر,2
3,قادة المرابطين، مثل يوسف بن تاشفين وعبد المؤمن بن علي، كانوا يتمتعون بقدرات قيادية استثنائية وكانوا مشهورين بتوحيدهم للمغرب والأندلس,2
3,المرابطون أسهموا في تعزيز الأمن والاستقرار في المنطقة ودفع الهجمات الصليبية والتهديدات الأخرى,2
3,تمتلك المرابطين جيوشاً مدربة تدريباً عالياً واستراتيجيات قتالية متقدمة,2
3,المرابطون كانوا يحكمون بشكل مستقل في مناطقهم وكانوا يعتمدون على العدالة والشرعية في إدارة شؤونهم,2
3,قوتهم العسكرية وقدرتهم على التحالف مع القبائل المحلية ساهمت في نجاحهم في مواجهة الأعداء,2
3,المرابطون لعبوا دورًا هامًا في توحيد المغرب تحت حكمهم وتأسيس الدولة المرابطية,2
3,رحلة المرابطين وتضحياتهم أثرت بشكل كبير على تاريخ المغرب والأندلس وتركوا بصمة قوية في تطور الحضارة الإسلامية,2
3,المرابطون هم مجموعة من المحاربين المسلمين في المغرب والأندلس,2
3,المرابطون قادة عسكريون تميزوا بشجاعتهم وتفانيهم في الدفاع عن الأراضي الإسلامية,2
3,المرابطون تأسسوا في القرن الحادي عشر واستمروا في مقاومة الهجمات الأعداء,2
3,قوة المرابطين تكمن في تحالفهم مع القبائل المحلية وتوحيدهم للمنطقة,2
3,المرابطون ساهموا في تعزيز الأمن والاستقرار في البلاد وصد التهديدات.,2
3,تكتيكات المرابطين كانت مبتكرة وتعتمد على المرونة والسرعة في الهجمات,2
3,المرابطون أثروا في تاريخ المغرب والأندلس وتركوا إرثًا عسكريًا وثقافيًا قويًا,2
3,لا اعلم,0
3,سلالة جديدة في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا مراكش عاصمة لهم,2
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا فاس عاصمة لهم,1
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا فاس عاصمة لهم,1
3,سلالة  قديمة  في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة  قديمة  في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة جديدة في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة جديدة في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة  قديمة  في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,المرابطون هم سلالة جديدة في الحكم والاستحواذ على أجزاء من المنطقة المغاربية، حكموا في جميع أنحاء المغرب العربي والأندلس وعينوا مراكش عاصمة لهم.,2
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا فاس عاصمة لهم,1
3,سلالة  قديمة  في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا فاس عاصمة لهم,1
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا فاس عاصمة لهم,1
3,سلالة جديدة في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة  قديمة حكمت المغرب قبل الادارسة,0
3,سلالة جديدة في الحكم والاستحواذ على أجزاء من المنطقة المغاربية,0
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا فاس عاصمة لهم,1
3,سلالة حكمت  في جميع أنحاء المغرب العربي والأندلس وعينوا مراكش عاصمة لهم,2
3,المرابطون كانوا حركة إسلامية تهدف  إلى توحيد المسلمين والدفاع عن الأراضي الإسلامية في شمال إفريقيا والأندلس.,2
3,المرابطون هم الأشخاص الذين يعيشون في المناطق الزراعية,0
3,المرابطين هم سلالة بربرية تأسست في المغرب في القرن الحادي عشر الميلادي.,2
3,المرابطون كانوا يتمتعون بشعبية ضعيفة بين المسلمين في المغرب والأندلس.,0
3,المرابطون كانوا حركة دينية وعسكرية تهدف إلى محاربة التأثيرات العلمانية في الإسلام.,2
3,كان الهدف الرئيسي لحركة المرابطين هو الدفاع عن الإسلام ومواجهة التحديات الداخلية والخارجية التي تهدد الدين.,2
3,قادة المرابطين كانوا يهدفون إلى الاستيلاء على الحكم في المغرب والأندلس.,0
3,تمكن قادة المرابطين من توسيع نفوذهم وتأسيس دولة إسلامية قوية في المغرب العربي.,2
3,المرابطون هي حركة دعوية إصلاحية إسلامية، أسست أول دولة في منطقة المغرب الإسلامي بكامل المعنى، حيث لم تكن بلاد المغرب الكبير من قبل سوى نظام إمارات صغيرة ومبعثرة مبنية على أساس قبلي.,2
3,سكان المغرب الكبير,1
3,هم من اسسو دولة دولة المرابطون التي كانت عاصمتها فاس تم مراكش,2
3,لا اعلم .,0
3,هي حركة يهودية,0
3,حركة إسلامية توسعت بالدعوة الى الله,1
3,.,0
3,من يوحد الله,0
3,هم حركة مرابطية نشات في جنوب صحراء افريقيا,0
3,سكان تونس,0
3,اعظم ملوك المرابطين هو يوسف بن تاشفين,1
3,جيش متخصص في الدفاع عن الاراضي الإسلامية,1
3,تشكلت في القرن الحادي عشر,1
3,كانو يعيشون في المعسكرات المسنات المرابطات,1
3,قاد المرابطون الكتير من الحروب ضد الاسبان و البرتغاليين في المغرب,2
3,تشكلت في القرن العاشر,0
3,تم تأسيس المرابطون في المغرب بواسطة الامام يوسف بن تاشفين,0
3,قبيلة  عربية عاشت في المغرب في العصور الوسطى,0
3,كانو يعيشون في المعسكرات,0
3,قاد المرابطون حروبا ضد الاسبان و البرتغاليين في المغرب و الاندلس,2
3,نجحت حركة المرابطين في نشر رسالتها الدينية والفكرية في المغرب والأندلس.,2
