question_id,answer,grade
6,نصف قرن,0
6,ثلث قرن,0
6,ثلث قرن,0
6,ثلث قرن,0
6,عشر سنوات,0
6,ثلث قرن,0
6,عشر سنوات ,0
6,خمسة وعشرون سنة,2
6,من عام 1578م إلى عام 1603م.,2
6,ربع قرن,2
6,ربع قرن,2
6,مدة حكم السلطان أحمد المنصور الذهبي كانت تقارب الـ 26 عامًا.,1
6,21 عام,1
6,ربع قر,1
6,من عام 1580م إلى عام 1606م.,1
6,عشرين عامًا وتسعة أشهر,1
6,ثلاثين سنة,1
6,السلطان أحمد المنصور الذهبي حكم لمدة تزيد عن 20 عامًا.,1
6,عشرون سنة,1
6,1570 - 1600.,1
6,تمانية عشر سنة,0
6,من عام 1978م إلى عام 2003م.,0
6,اربعين سنة,0
6,عشر سنوات,0
6,نصف قرن,0
6,احدى عشر سنة,0
6,اربعة و اربعين سنة,0
6,السلطان أحمد المنصور هو السلطان العلوي الثاني عشر الذي حكم المغرب في الفترة بين 1578 و1603، أي مدة حكمه كانت 25 عامًا.,2
6,حكم من عام 1578م إلى عام 1603م.,2
6,ربع قرن,2
6,ثلاث سنوات,0
6,استمرت فترة حكم السلطان لمدة 25 عامًا، وشهدت تحولات كبيرة في السياسة والاقتصاد,1
6,نصف قرن,0
6,ثلاث عشر سنوات,0
6,تمانية عشر سنة,0
6,ستة وعشرون سنة,2
6,ثلاثين سنة,0
6,عشرون سنة,1
6,اربعين سنة,0
6,٣ سنوات,0
6,سبع سنوات,0
6,اربعين سنة,0
6,مدة حكم السلطان أحمد المنصور هي ربع القرن,2
6,ربع القرن,2
6,حكم السلطان أحمد المنصور الذهبي لحولي الربع قرن,2
6,ربع قرن,2
6,20  عام,1
6,مدة حكم السلطان أحمد المنصور الذهبي تقدر بـ ربع قرن ونصف.,1
6,مدة حكم السلطان أحمد المنصور الذهبي كانت تقارب الـ 21 عامًا.,1
6,فترة حكم السلطان الذهبي امتدت لما يقرب من ربع قرن تلات سنوات، من 1590حتى 1603,1
6,ربع قرن,2
6,حكم لمدة عقدين وأربع سنوات,2
6,حكم السلطان احمد المنصور الذهبي لحوالي الربع قرن,2
6,حكم لمدة 25 سنة,2
6,حكم لمدة 26 سنة.,2
6,اربعة و تلاتون سنة,0
6,احدى عشر سنة,0
6,ثلاث اعوام,0
6,تلاتون سنة,0
6,من ٦٥٨م الى ٧٢٩م,0
6,من 675م الى 725م,0
6,حكم لمدة ربع قرن وست سنوات,2
6,حكم لمدة عقدين و 3 أعوام,2
6,حكم لمدة 25 سنة وثلاثة أشهر,2
6,حكم لمدة 25 سنة وستة أشهر,2
6,حكم السلطان 25 عامًا، فترة طويلة شهدت تطورًا في البلاد,2
6,عاش السلطان في الحكم لمدة 25 عامًا، خلالها قاد البلاد نحو التقدم والازدهار,2
6,تولى السلطان الحكم لمدة 25 عامًا، وقدم الكثير من الإصلاحات والتحسينات خلال فترته,2
6,حكم السلطان الذهبي استمر لمدة 25 عامًا من 1578 إلى 1603,2
6,حكم لمدة عقدين ونصف,2
6,تمتد فترة حكم السلطان الذهبي  من 1570 إلى 1610,1
6,السلطان أحمد المنصور الذهبي حكم لمدة تصل إلى خمس وعشرين سنة.,1
6,حكم لمدة ربع قرن وعشر سنوات,1
6,حكم لمدة 28 سنة ونصف,1
6,السلطان الذهبي حكم المغرب لمدة تقريبًا 30 عام,1
6,10 سنوات ,0
6,ثلث قرن,0
6,عام و نصف ,0
6,اربعين سنة,0
6,مدة حكم السلطان أحمد المنصور الذهبي كانت لفترة تقارب الـ 29عامًا.,1
6,حكم لمدة 27 سنة,1
6,مدة حكم السلطان كانت 25 عامًا، وقد أثر بشكل كبير على مستقبل البلاد والشعب,2
6,حكم السلطان لمدة 25 عامًا، من 1578 إلى 1603,2
6,حكم السلطان الذهبي استمر لمدة عقد ونصف، من 1578 حتى 1593,2
6,حكم السلطان لمدة 25 عامًا تقريبًا، من 1578 إلى 1603م,2
6,فترة حكم السلطان الذهبي استمرت لمدة حوالي 25 عامًا من 1578 إلى 1603,2
6,مدة حكم السلطان أحمد المنصور الذهبي تقدر بحوالي الـ 24 عامًا.,1
6,حكم لمدة عشرين عامًا وتسعة أشهر,1
6,السلطان أحمد المنصور الذهبي حكم البلاد لمدة تصل إلى حوالي 27 عامًا.,1
6,سنة 28,1
6,حكم السلطان الذهبي لمدة قرابة الـ 25 عامًا، من 1578 حتى 1603,2
6,حكم السلطان أحمد المنصور الذهبي لفترة زمنية قدرها حوالي الربع قرن.,2
6,ساد الحكم الذهبي للسلطان أحمد المنصور لمدة تقريبية تصل إلى ربع القرن.,2
6,استمر حكم السلطان أحمد المنصور الذهبي لما يقرب من ربع قرن.,2
6,امتدت فترة حكم السلطان أحمد المنصور الذهبي لمدة تقارب ربع القرن.,2
6,حكم السلطان أحمد المنصور الذهبي لم يتجاوز أسبوعًا واحدًا.,0
6,مدة حكم السلطان أحمد المنصور الذهبي تجاوزت مئة عام.,0
6,3 سنوات,0
6,تولى السلطان أحمد المنصور الذهبي الحكم لمدة تقدر بحوالي ربع القرن.,2
6,قاد السلطان أحمد المنصور الذهبي لفترة زمنية تزيد قليلاً عن ربع القرن.,2
6,استمر حكم السلطان أحمد المنصور الذهبي لفترة قدرها حوالي ربع القرن.,2
6,تمتد فترة حكم السلطان أحمد المنصور الذهبي لما يقارب الربع قرن.,2
6,حكم السلطان أحمد المنصور الذهبي لعدة أيام فقط.,0
6,مدة حكم السلطان أحمد المنصور الذهبي كانت لفترة ساعات محدودة.,0
6,السلطان أحمد المنصور الذهبي لم يحكم أبدًا، كان مجرد شخصية تاريخية.,0
6,تلت قرن,0
6,7سنوات ,0
6,السلطان أحمد المنصور الذهبي حكم العالم بأكمله لمدة قصيرة,0
6,السلطان أحمد المنصور الذهبي حكم لمدة ألف سنة.,0
6,مدة حكم السلطان أحمد المنصور الذهبي كانت لحوالي ربع قرن ونصف.,1
6,السلطان أحمد المنصور الذهبي حكم لمدة تزيد عن ربع قرن.,1
6,24 سنة,1
6,السلطان أحمد المنصور الذهبي حكم لفترة تزيد قليلًا عن الـ 20 عامًا.,1
6,مدة حكم السلطان أحمد المنصور الذهبي تقدر بـ 23 عامًا.,1
6,مدة حكم السلطان أحمد المنصور الذهبي كانت تتجاوز الـ 22 عامًا.,1
6,حكم السلطان أحمد المنصور الذهبي استمر لمدة تصل إلى حوالي ربع القرن.,2
6,تواصل السلطان أحمد المنصور الذهبي حكمه لفترة تقدر بنحو ربع القرن,2
6,السلطان أحمد المنصور الذهبي حكم لفترة تصل إلى 25 عامًا تقريبًا.,2
6,السلطان أحمد المنصور الذهبي حكم لفترة طويلة تصل إلى 25 سنة.,2
6, السعدي رخاءا وعلما وعمرانا وجاها وقوة,2
6,456,0
6,مدة حكم السلطان أحمد المنصور الذهبي تصل إلى حوالي الـ 28 عامًا.,1
6,23,1
6,تقريبا 24 سنة,1
6,مدة حكم السلطان أحمد المنصور الذهبي كانت لفترة تقارب الـ 15 عامًا.,1
6,السلطان أحمد المنصور الذهبي حكم لمدة تزيد قليلًا عن 30 عامًا.,1
6,مدة حكم السلطان أحمد المنصور الذهبي كانت لفترة حوالي 20 سنة.,1
6,25 عام,2
6,السلطان أحمد المنصور الذهبي حكم البلاد لمدة تصل إلى حوالي 22 عامًا.,1
6,24 عام ,1
6,27 عام ,1
6,مدة حكم السلطان أحمد المنصور الذهبي تقدر بـ 18 عامًا.,1
6,22 سنة,1
6,24 سنة ,1
6,300 سنة ,0
6,250 عام,0
6,  عام 23,1
6,25 سنة ,2
