question_id,answer,grade
5,الموحدون سلالة حكمت المغرب بعد المرابطين ويعتقد انها كانت ذا مذهب شيعي في البداية وحكمت المغرب بعد سقوط الدولة المرابطية,2
5,اصلهم من تافيلالت,0
5,الموحدون المغاربة كانوا يعتمدون على الجهاد والتوحيد في تحقيق أهدافهم الدينية والسياسية.,1
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة هم حركة دينية  نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة هم حركة دينية سياسية نشأت في المغرب في القرن التالت عشر الميلادي.,1
5,الموحدون المغاربة هم حركة دينية  نشأت في المغرب في القرن الثاني 20 الميلادي.,0
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,1
5,الموحدون المغاربة هم حركة دينية سياسية نشأت في المغرب في القرن التالت الميلادي.,0
5,الموحدون المغاربة هم حركة دينية سياسية نشأت في المغرب في القرن التالت عشر الميلادي.,1
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,1
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن التامن عشر الميلادي.,0
5,الموحدون المغاربة هم حركة دينية سياسية نشأت في تونس في القرن التالت عشر الميلادي.,0
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة هم حركة دينية  نشأت في الجزائر في القرن الثاني عشر الميلادي.,0
5,الموحدون المغاربة هم حركة دينية  نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة هم حركة دينية  نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة هم حركة يهودية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,0
5,الموحدون المغاربة كانوا حركة دينية وسياسية نشأت في المغرب خلال القرن السادس عشر الميلادي. وكانت تهدف إلى توحيد المسلمين في المغرب وتحريرهم من النظام الأموي في الأندلس ومن الفتح الصليبي في بلاد الشام.,2
5,الموحدون المغاربة هم حركة سياسية نشأت في المغرب خلال القرن الـ20,0
5,تمكن الموحدون المغاربة من توحيد المغرب الكبير تحت راية الإسلام.,2
5,حركة سياسية تاسست من اجل نشر العدل و المساواة,2
5,حركة اسلامية تاسست في المغرب,1
5,"الموحدون المغاربة هم طائفة إسلامية نشأت في المغرب خلال القرن الـ11
 كان مؤسس الموحدين المغاربة هو عبد الله بن ياسين",2
5,الموحدون المغاربة كانوا حركة دينية وسياسية نشأت في المغرب خلال القرن الثاني عشر الميلادي. وكانت تهدف إلى توحيد المسلمين في المغرب وتحريرهم من النظام الأموي في الأندلس ومن الفتح الصليبي في بلاد الشام.,2
5,هم من سلالة الأمازيغ ليسوا دولة الموحدين في القرن التاني عشر,0
5,من اسسو الدولة الموحدية,1
5,هم أسرة أمازيغية حكمت المغرب، موريتانيا، غرب الجزائر والأندلس مابين أعوام 1056-1060,2
5,.حركة إسلامية تأسست في المغرب خلال القرن السادس عشر ميلادي,0
5,حركة إسلامية حظيت بتاييد واسع من الناس,2
5,.,0
5,حركة مسلمة,1
5,المسلمون,0
5,حركة تسعى إلى توحيد المغرب و الجزائر تحت سلطة واحدة,1
5,حركة تحت على الجهاد ضد الحكام الضالمين و التحرر من الاستعمار,2
5,ينتمون إلى قبيلة زناتة,1
5,حركة دينية انتشرت في المغرب في القرن 11,2
5,حكم الموحدين المغاربة كان قصيرًا واستمر لمدة عامين فقط.,0
5,تاسست بواسطة عبد الله بن ياسين و هو علم ديني مشهور,2
5,الموحدون المغاربة كانوا حركة شعبية بسيطة ولم تكن لها هيكلية تنظيمية قوية.,0
5,حركة تمكنت من توحيد المغرب بعد قرون من الفوضى و التفرقة,2
5,تميزت بإعادة تطبيق الدستور و القوانين في المغرب,1
5,حركة كانت متاترة بالفكر القومي المنتشر في دلك الوقت,0
5,الموحدون المغاربة هم حركة دينية  نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,حركة دينية تأسست في الجزاءر,0
5,حكم الموحدين المغاربة شهد انتشارًا للعلوم والثقافة في المغرب.,1
5,مؤسس الحركة هو محمد بن عبد الكريم الخطابي,0
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي,2
5,الموحدون المغاربة أسسوا نظامًا إداريًا فعالًا ونمط حكم مركزي في المغرب.,1
5,هم العلويون,0
5,الموحدون المغاربة هم حركة دينية  نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,تمكن الموحدون المغاربة من تأسيس دولة مستقلة في المغرب الوسطى والشمالي خلال القرن الثاني عشر الميلادي,1
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن السادس عشر الميلادي.,0
5,الموحدون المغاربة قادوا حملة لتحويل المغرب إلى مستعمرة أوروبية في القرن الثاني عشر.,0
5,حركة الموحدين المغاربة نشأت في القرن الثاني عشر في المغرب كحركة دينية وسياسية.,2
5,"الزعيم الرئيسي للموحدين المغاربة كان يحمل لقب ""السلطان الذهبي"".",0
5,حكم الموحدين المغاربة استمر لمدة تزيد عن خمسة عقود.,1
5,الموحدون المغاربة لم يكونوا معروفين بتبنيهم للإسلام كدين رسمي في المغرب.,0
5,حركة سياسية تاسست في القرن التاني,0
5,الموحدون المغاربة كانوا حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة كانوا جماعة دينية تأسست في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة لم يحققوا أي نجاحات سياسية أو عسكرية خلال حقبتهم.,0
5,في القرن الثاني عشر، نشأت حركة الموحدين المغاربة في المغرب بصفتها حركة دينية وسياسية.,2
5,حكم الموحدين المغاربة شهد توسعًا في العلاقات التجارية والتبادل الثقافي مع الدول الأخرى.,1
5,الموحدون المغاربة كانوا جماعة دينية وسياسية تأسست في المغرب خلال القرن الثاني عشر من العصور الوسطى.,2
5,الزعيم الرئيسي للموحدين المغاربة كان المهدي بن تومرت,1
5,تأسست حركة الموحدين المغاربة كجماعة دينية وسياسية في المغرب خلال القرن الثاني عشر,2
5,الموحدون المغاربة قادوا حملة لتوحيد المغرب تحت سلطتهم في القرن الثاني عشر.,2
5,تم تأسيس حركة الموحدين المغاربة في القرن التاسع عشر وليس في القرن الثاني عشر.,0
5,الموحدون المغاربة كانوا يعتمدون على السحر والشعوذة في تحقيق الانتصارات,0
5,الموحدون المغاربة قادوا حملة لتوحيد المغرب تحت سلطتهم في القرن الثالث عشر.,1
5,الموحدون المغاربة أسسوا دولة مستقلة في المغرب الأقصى والمغرب الأوسط.,2
5,الموحدون المغاربة هم جماعة دينية وسياسية نشأت في المغرب في القرن الثاني عشر للميلاد.,2
5,الموحدون المغاربة حققوا انتصارات عسكرية مهمة وسيطروا على معظم أجزاء المغرب.,1
5,في القرن الثاني عشر الميلادي، ظهرت حركة الموحدين المغاربة في المغرب بدورها كحركة دينية وسياسية.,2
5,الموحدون المغاربة كانوا يروجون للإسلام ويسعون لتوطيد قوانين الشريعة الإسلامية.,1
5,الموحدون المغاربة كانوا جماعة دينية وسياسية قائمة في المغرب خلال القرن الثاني عشر.,2
5,حركة سياسية تمكنت من توحيد المغرب تحت حكم الدولة العلوية,0
5,حكم الموحدين المغاربة شهد توسيعًا للتجارة ونموًا اقتصاديًا في المنطقة.,1
5,الموحدون المغاربة نجحوا في توحيد الجبهة المغاربية ضد الغزوات الأوروبية.,2
5,الموحدون المغاربة أسسوا مملكة في شمال أفريقيا وليس في المغرب.,0
5,تمكن الموحدون المغاربة من دحر القوى الأخرى المتنافسة وتحقيق الاستقرار في المغرب.,1
5,حركة الموحدين المغاربة نشأت في المغرب خلال القرن الثاني عشر كحركة دينية وسياسية قوية.,2
5,تم انتصار الموحدين المغاربة بسهولة وسرعة على باقي القوى السياسية في المنطقة.,0
5,الموحدون المغاربة ألهموا حركات توحيدية أخرى في المنطقة الإسلامية.,1
5,الموحدون المغاربة هم حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الموحدون المغاربة لم يمارسوا السيطرة الكاملة على جميع مناطق المغرب.,0
5,تحت حكم الموحدين المغاربة، كان هناك ترسيخ للهوية الإسلامية في المغرب,1
5, هي حركة اسلامية  تسعى إلى نشر التوحيد وتصحيح العقيدة في المغرب والجزائر وتونس.,2
5,شسيبيس,0
5,الموحدون المغاربة تركوا تأثيرًا دائمًا على الهندسة المعمارية في المغرب، وخصوصًا في بناء القصور والمساجد.,1
5,خىصثق,0
5,"تم تأسيس العاصمة الجديدة ""مراكش"" في فترة حكم الموحدين المغاربة، وأصبحت مركزًا رئيسيًا للثقافة والتجارة.",1
5,الموحدون المغاربة كانوا حركة دينية وسياسية نشأت في المغرب في القرن الثاني عشر الميلادي.,2
5,الحركة الموحدية تأسست في القرن السابع عشر وليس القرن الثاني عشر.,0
5,الموحدون المغاربة كانوا يعتبرون أنفسهم خلفاء للمسلمين ومرجعية دينية.,2
5,الموحدون المغاربة كانوا جماعة شيعية تنتمي إلى فرع الإسماعيلية.,0
5,"الزعيم الرئيسي للموحدين المغاربة كان يُعرف باسم ""عبد المؤمن بن علي"".",2
5,الموحدون المغاربة كانوا حركة دينية وسياسية نشأت في المغرب في القرن الثالث عشر الميلادي.,1
5,تحت حكم الموحدين المغاربة، شهد المغرب توحيدًا سياسيًا وثباتًا اجتماعيًا واقتصاديًا.,1
5,حركة الموحدين المغاربة انتهت بفشلها في تحقيق الأهداف المسعودة.,0
